date_of_service,scheduled_dept,scheduled_arr,day_of_week,tempmax,tempmin,precip,snow,windspeed,low,medium,high,prob_not_late,prob_late,predicted delay
2023-12-22,2027,48,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5064166409508228,0.49358335904917716,x<=0
2023-12-22,615,1114,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-22,1430,1909,5,7.1,2.7,3.4,0.0,25.6,0,1,1,0.5026465600365237,0.49735343996347625,x<=0
2023-12-22,730,1214,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-22,1630,2114,5,7.1,2.7,3.4,0.0,25.6,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-22,1230,1714,5,7.1,2.7,3.4,0.0,25.6,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-22,1330,1816,5,7.1,2.7,3.4,0.0,25.6,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-22,900,1321,5,7.1,2.7,3.4,0.0,25.6,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-22,830,1312,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-22,1130,1616,5,7.1,2.7,3.4,0.0,25.6,0,1,1,0.503013377333115,0.496986622666885,x<=0
2023-12-22,1300,1723,5,7.1,2.7,3.4,0.0,25.6,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-22,1700,2124,5,7.1,2.7,3.4,0.0,25.6,0,1,1,0.5023030397373763,0.4976969602626236,x<=0
2023-12-22,800,1223,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-22,1100,1524,5,7.1,2.7,3.4,0.0,25.6,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-22,1730,2208,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-22,1830,2316,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-22,1900,2324,5,7.1,2.7,3.4,0.0,25.6,1,1,1,0.5006903511054218,0.49930964889457824,x<=0
2023-12-22,700,1120,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-22,930,1415,5,7.1,2.7,3.4,0.0,25.6,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-22,1030,1509,5,7.1,2.7,3.4,0.0,25.6,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-22,1800,2220,5,7.1,2.7,3.4,0.0,25.6,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-22,1930,20,5,7.1,2.7,3.4,0.0,25.6,0,1,1,0.5025472221134168,0.49745277788658315,x<=0
2023-12-23,548,1007,6,8.7,2.9,2.1,0.0,32.0,0,1,1,0.5027028220369784,0.49729717796302164,x<=0
2023-12-23,1025,1442,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-23,1218,1642,6,8.7,2.9,2.1,0.0,32.0,1,1,1,0.5016198739888862,0.4983801260111138,x<=0
2023-12-23,1548,2013,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-23,1827,2259,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-23,1500,1929,6,8.7,2.9,2.1,0.0,32.0,0,1,1,0.5020164256853448,0.49798357431465523,x<=0
2023-12-23,1030,1512,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-23,1330,1813,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-23,1230,1710,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-23,1630,2114,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-23,730,1213,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-23,1100,1526,6,8.7,2.9,2.1,0.0,32.0,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-23,930,1411,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-23,1700,2123,6,8.7,2.9,2.1,0.0,32.0,0,1,1,0.5023030397373763,0.4976969602626236,x<=0
2023-12-23,1430,1912,6,8.7,2.9,2.1,0.0,32.0,0,1,1,0.5026465600365237,0.49735343996347625,x<=0
2023-12-23,700,1128,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-23,1600,2024,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-23,800,1224,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-23,1800,2238,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-23,615,1109,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-23,1130,1614,6,8.7,2.9,2.1,0.0,32.0,0,1,1,0.503013377333115,0.496986622666885,x<=0
2023-12-23,1730,2159,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-23,1530,2011,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-23,1300,1727,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-23,830,1310,6,8.7,2.9,2.1,0.0,32.0,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-23,900,1326,6,8.7,2.9,2.1,0.0,32.0,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-24,852,1313,7,7.5,2.2,2.0,0.0,31.7,0,0,1,0.5032134983572218,0.4967865016427782,x<=0
2023-12-24,1023,1441,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5017526572692119,0.4982473427307881,x<=0
2023-12-24,1213,1636,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.4999589431379564,0.5000410568620436,x>0
2023-12-24,1624,2047,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5021888868793614,0.4978111131206387,x<=0
2023-12-24,1924,2335,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5007059042643266,0.4992940957356733,x<=0
2023-12-24,1003,1435,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5017526572692119,0.4982473427307881,x<=0
2023-12-24,1830,2312,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5023535906770781,0.497646409322922,x<=0
2023-12-24,1122,1559,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5013524740006227,0.4986475259993773,x<=0
2023-12-24,1100,1518,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5008503878643766,0.49914961213562337,x<=0
2023-12-24,1500,1918,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.4997894609708353,0.5002105390291647,x>0
2023-12-24,1230,1709,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5013366907420269,0.4986633092579731,x<=0
2023-12-24,1430,1909,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5009856469580861,0.49901435304191394,x<=0
2023-12-24,1030,1510,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5017526572692119,0.4982473427307881,x<=0
2023-12-24,1130,1609,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5013524740006227,0.4986475259993773,x<=0
2023-12-24,1730,2215,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5023535906770781,0.497646409322922,x<=0
2023-12-24,1800,2227,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5023535906770781,0.497646409322922,x<=0
2023-12-24,930,1409,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5017526572692119,0.4982473427307881,x<=0
2023-12-24,1330,1807,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5018706577921962,0.4981293422078039,x<=0
2023-12-24,900,1318,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5017526572692119,0.4982473427307881,x<=0
2023-12-24,1300,1721,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5018706577921962,0.4981293422078039,x<=0
2023-12-24,1600,2017,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5021888868793614,0.4978111131206387,x<=0
2023-12-24,1530,2012,7,7.5,2.2,2.0,0.0,31.7,0,1,1,0.5021888868793614,0.4978111131206387,x<=0
2023-12-24,1700,2119,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.500642119153208,0.49935788084679195,x<=0
2023-12-24,1900,2331,7,7.5,2.2,2.0,0.0,31.7,1,1,1,0.5007059042643266,0.4992940957356733,x<=0
2023-12-24,848,1309,7,7.5,2.2,2.0,0.0,31.7,0,0,1,0.5032134983572218,0.4967865016427782,x<=0
2023-12-25,548,1008,1,6.7,0.3,1.0,0.0,25.9,1,1,1,0.4999679759206915,0.5000320240793085,x>0
2023-12-25,1045,1511,1,6.7,0.3,1.0,0.0,25.9,1,1,1,0.5017206007590148,0.49827939924098513,x<=0
2023-12-25,1218,1641,1,6.7,0.3,1.0,0.0,25.9,1,1,1,0.5008291612442283,0.4991708387557717,x<=0
2023-12-25,1448,1911,1,6.7,0.3,1.0,0.0,25.9,1,1,1,0.5007277131987459,0.49927228680125413,x<=0
2023-12-25,2027,48,1,6.7,0.3,1.0,0.0,25.9,0,0,0,0.5056260381383781,0.49437396186162186,x<=0
2023-12-25,615,1114,1,6.7,0.3,1.0,0.0,25.9,0,0,0,0.5051701839507012,0.4948298160492987,x<=0
2023-12-25,1430,1909,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5018558585785742,0.4981441414214258,x<=0
2023-12-25,730,1214,1,6.7,0.3,1.0,0.0,25.9,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-25,1630,2114,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5030590815592737,0.49694091844072635,x<=0
2023-12-25,1230,1714,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5027408579328176,0.49725914206718236,x<=0
2023-12-25,1330,1816,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5027408579328176,0.49725914206718236,x<=0
2023-12-25,900,1321,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5026228592555099,0.4973771407444902,x<=0
2023-12-25,830,1312,1,6.7,0.3,1.0,0.0,25.9,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-25,1130,1616,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5022226815244809,0.49777731847551904,x<=0
2023-12-25,1300,1723,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5027408579328176,0.49725914206718236,x<=0
2023-12-25,1700,2124,1,6.7,0.3,1.0,0.0,25.9,1,1,1,0.501512333760712,0.498487666239288,x<=0
2023-12-25,800,1223,1,6.7,0.3,1.0,0.0,25.9,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-25,1100,1524,1,6.7,0.3,1.0,0.0,25.9,1,1,1,0.5017206007590148,0.49827939924098513,x<=0
2023-12-25,1730,2208,1,6.7,0.3,1.0,0.0,25.9,0,0,1,0.5032237822538613,0.4967762177461386,x<=0
2023-12-25,1830,2316,1,6.7,0.3,1.0,0.0,25.9,0,0,1,0.5032237822538613,0.4967762177461386,x<=0
2023-12-25,1900,2324,1,6.7,0.3,1.0,0.0,25.9,1,1,1,0.49989963389345143,0.5001003661065485,x>0
2023-12-25,700,1120,1,6.7,0.3,1.0,0.0,25.9,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-25,930,1415,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5026228592555099,0.4973771407444902,x<=0
2023-12-25,1030,1509,1,6.7,0.3,1.0,0.0,25.9,0,1,1,0.5026228592555099,0.4973771407444902,x<=0
2023-12-25,1800,2220,1,6.7,0.3,1.0,0.0,25.9,0,0,1,0.5032237822538613,0.4967762177461386,x<=0
2023-12-26,548,1008,2,5.6,0.9,3.2,0.0,22.3,1,1,1,0.5006771673697813,0.4993228326302187,x<=0
2023-12-26,1045,1511,2,5.6,0.9,3.2,0.0,22.3,0,1,1,0.5024297802869734,0.4975702197130267,x<=0
2023-12-26,1218,1641,2,5.6,0.9,3.2,0.0,22.3,1,1,1,0.5015383490133948,0.49846165098660516,x<=0
2023-12-26,1448,1911,2,5.6,0.9,3.2,0.0,22.3,1,1,1,0.5014369016200482,0.49856309837995183,x<=0
2023-12-26,2027,48,2,5.6,0.9,3.2,0.0,22.3,0,0,0,0.5063351284188776,0.49366487158112243,x<=0
2023-12-26,615,1114,2,5.6,0.9,3.2,0.0,22.3,0,0,0,0.505879289109094,0.4941207108909061,x<=0
2023-12-26,1430,1909,2,5.6,0.9,3.2,0.0,22.3,0,1,1,0.5025650364621643,0.4974349635378357,x<=0
2023-12-26,730,1214,2,5.6,0.9,3.2,0.0,22.3,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-26,1630,2114,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.503768240246445,0.4962317597535551,x<=0
2023-12-26,1230,1714,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-26,1330,1816,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-26,900,1321,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-26,830,1312,2,5.6,0.9,3.2,0.0,22.3,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-26,1130,1616,2,5.6,0.9,3.2,0.0,22.3,0,1,1,0.5029318544260477,0.49706814557395224,x<=0
2023-12-26,1300,1723,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-26,1700,2124,2,5.6,0.9,3.2,0.0,22.3,0,1,1,0.5022215156176799,0.49777848438232014,x<=0
2023-12-26,800,1223,2,5.6,0.9,3.2,0.0,22.3,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-26,1100,1524,2,5.6,0.9,3.2,0.0,22.3,0,1,1,0.5024297802869734,0.4975702197130267,x<=0
2023-12-26,1730,2208,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-26,1830,2316,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-26,1900,2324,2,5.6,0.9,3.2,0.0,22.3,1,1,1,0.5006088254543659,0.49939117454563403,x<=0
2023-12-26,700,1120,2,5.6,0.9,3.2,0.0,22.3,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-26,930,1415,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-26,1030,1509,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-26,1800,2220,2,5.6,0.9,3.2,0.0,22.3,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-27,548,1008,3,5.6,1.3,3.4,0.0,25.2,1,1,1,0.5006771673697813,0.4993228326302187,x<=0
2023-12-27,1045,1511,3,5.6,1.3,3.4,0.0,25.2,0,1,1,0.5024297802869734,0.4975702197130267,x<=0
2023-12-27,1218,1641,3,5.6,1.3,3.4,0.0,25.2,1,1,1,0.5015383490133948,0.49846165098660516,x<=0
2023-12-27,1448,1911,3,5.6,1.3,3.4,0.0,25.2,1,1,1,0.5014369016200482,0.49856309837995183,x<=0
2023-12-27,2027,48,3,5.6,1.3,3.4,0.0,25.2,0,0,0,0.5063351284188776,0.49366487158112243,x<=0
2023-12-27,615,1114,3,5.6,1.3,3.4,0.0,25.2,0,0,0,0.505879289109094,0.4941207108909061,x<=0
2023-12-27,1430,1909,3,5.6,1.3,3.4,0.0,25.2,0,1,1,0.5025650364621643,0.4974349635378357,x<=0
2023-12-27,730,1214,3,5.6,1.3,3.4,0.0,25.2,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-27,1630,2114,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.503768240246445,0.4962317597535551,x<=0
2023-12-27,1230,1714,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-27,1330,1816,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-27,900,1321,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-27,830,1312,3,5.6,1.3,3.4,0.0,25.2,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-27,1130,1616,3,5.6,1.3,3.4,0.0,25.2,0,1,1,0.5029318544260477,0.49706814557395224,x<=0
2023-12-27,1300,1723,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-27,1700,2124,3,5.6,1.3,3.4,0.0,25.2,0,1,1,0.5022215156176799,0.49777848438232014,x<=0
2023-12-27,800,1223,3,5.6,1.3,3.4,0.0,25.2,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-27,1100,1524,3,5.6,1.3,3.4,0.0,25.2,0,1,1,0.5024297802869734,0.4975702197130267,x<=0
2023-12-27,1730,2208,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-27,1830,2316,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-27,1900,2324,3,5.6,1.3,3.4,0.0,25.2,1,1,1,0.5006088254543659,0.49939117454563403,x<=0
2023-12-27,700,1120,3,5.6,1.3,3.4,0.0,25.2,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-27,930,1415,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-27,1030,1509,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-27,1800,2220,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-27,706,1214,3,5.6,1.3,3.4,0.0,25.2,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-27,1830,2316,3,5.6,1.3,3.4,0.0,25.2,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-28,548,1008,4,6.2,1.6,2.7,0.0,25.9,1,1,1,0.5007586929903599,0.49924130700964003,x<=0
2023-12-28,1045,1511,4,6.2,1.6,2.7,0.0,25.9,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-28,1218,1641,4,6.2,1.6,2.7,0.0,25.9,1,1,1,0.5016198739888862,0.4983801260111138,x<=0
2023-12-28,1448,1911,4,6.2,1.6,2.7,0.0,25.9,1,1,1,0.5015184266966647,0.4984815733033353,x<=0
2023-12-28,2027,48,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5064166409508228,0.49358335904917716,x<=0
2023-12-28,615,1114,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-28,1430,1909,4,6.2,1.6,2.7,0.0,25.9,0,1,1,0.5026465600365237,0.49735343996347625,x<=0
2023-12-28,730,1214,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-28,1630,2114,4,6.2,1.6,2.7,0.0,25.9,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-28,1230,1714,4,6.2,1.6,2.7,0.0,25.9,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-28,1330,1816,4,6.2,1.6,2.7,0.0,25.9,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-28,900,1321,4,6.2,1.6,2.7,0.0,25.9,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-28,830,1312,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-28,1130,1616,4,6.2,1.6,2.7,0.0,25.9,0,1,1,0.503013377333115,0.496986622666885,x<=0
2023-12-28,1300,1723,4,6.2,1.6,2.7,0.0,25.9,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-28,1700,2124,4,6.2,1.6,2.7,0.0,25.9,0,1,1,0.5023030397373763,0.4976969602626236,x<=0
2023-12-28,800,1223,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-28,1100,1524,4,6.2,1.6,2.7,0.0,25.9,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-28,1730,2208,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-28,1830,2316,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-28,1900,2324,4,6.2,1.6,2.7,0.0,25.9,1,1,1,0.5006903511054218,0.49930964889457824,x<=0
2023-12-28,700,1120,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-28,930,1415,4,6.2,1.6,2.7,0.0,25.9,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-28,1030,1509,4,6.2,1.6,2.7,0.0,25.9,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-28,1800,2220,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-28,548,1008,4,6.2,1.6,2.7,0.0,25.9,1,1,1,0.5007586929903599,0.49924130700964003,x<=0
2023-12-28,615,1114,4,6.2,1.6,2.7,0.0,25.9,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-29,548,1008,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.5000153933557089,0.4999846066442911,x<=0
2023-12-29,1045,1511,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.5017680176169534,0.4982319823830466,x<=0
2023-12-29,1218,1641,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.5008765785412955,0.4991234214587045,x<=0
2023-12-29,1448,1911,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.5007751305266822,0.49922486947331773,x<=0
2023-12-29,2027,48,5,6.4,0.8,0.7,0.0,27.0,0,0,0,0.5056734495192254,0.4943265504807746,x<=0
2023-12-29,615,1114,5,6.4,0.8,0.7,0.0,27.0,0,0,0,0.5052175962691071,0.49478240373089294,x<=0
2023-12-29,1430,1909,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.5019032753435447,0.49809672465645527,x<=0
2023-12-29,730,1214,5,6.4,0.8,0.7,0.0,27.0,0,0,0,0.5041310849011659,0.495868915098834,x<=0
2023-12-29,1630,2114,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.5031064971917606,0.4968935028082393,x<=0
2023-12-29,1230,1714,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.5027882739182356,0.49721172608176445,x<=0
2023-12-29,1330,1816,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.5027882739182356,0.49721172608176445,x<=0
2023-12-29,900,1321,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.502670275362033,0.497329724637967,x<=0
2023-12-29,830,1312,5,6.4,0.8,0.7,0.0,27.0,0,0,0,0.5041310849011659,0.495868915098834,x<=0
2023-12-29,1130,1616,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.5022700980023873,0.49772990199761274,x<=0
2023-12-29,1300,1723,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.5027882739182356,0.49721172608176445,x<=0
2023-12-29,1700,2124,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.5015597507482309,0.49844024925176916,x<=0
2023-12-29,800,1223,5,6.4,0.8,0.7,0.0,27.0,0,0,0,0.5041310849011659,0.495868915098834,x<=0
2023-12-29,1100,1524,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.5017680176169534,0.4982319823830466,x<=0
2023-12-29,1730,2208,5,6.4,0.8,0.7,0.0,27.0,0,0,1,0.5032711976885985,0.4967288023114015,x<=0
2023-12-29,1830,2316,5,6.4,0.8,0.7,0.0,27.0,0,0,1,0.5032711976885985,0.4967288023114015,x<=0
2023-12-29,1900,2324,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.49994705132736744,0.5000529486726326,x>0
2023-12-29,700,1120,5,6.4,0.8,0.7,0.0,27.0,0,0,0,0.5041310849011659,0.495868915098834,x<=0
2023-12-29,930,1415,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.502670275362033,0.497329724637967,x<=0
2023-12-29,1030,1509,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.502670275362033,0.497329724637967,x<=0
2023-12-29,1800,2220,5,6.4,0.8,0.7,0.0,27.0,0,0,1,0.5032711976885985,0.4967288023114015,x<=0
2023-12-29,1930,20,5,6.4,0.8,0.7,0.0,27.0,0,1,1,0.5018039361059674,0.49819606389403265,x<=0
2023-12-29,548,1008,5,6.4,0.8,0.7,0.0,27.0,1,1,1,0.5000153933557089,0.4999846066442911,x<=0
2023-12-29,615,1114,5,6.4,0.8,0.7,0.0,27.0,0,0,0,0.5052175962691071,0.49478240373089294,x<=0
2023-12-30,548,1007,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.5019595381145048,0.49804046188549517,x<=0
2023-12-30,1025,1442,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.502670275362033,0.497329724637967,x<=0
2023-12-30,1218,1642,6,6.9,1.2,3.0,0.0,27.7,1,1,1,0.5008765785412955,0.4991234214587045,x<=0
2023-12-30,1548,2013,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.5031064971917606,0.4968935028082393,x<=0
2023-12-30,1827,2259,6,6.9,1.2,3.0,0.0,27.7,0,0,1,0.5032711976885985,0.4967288023114015,x<=0
2023-12-30,1500,1929,6,6.9,1.2,3.0,0.0,27.7,1,1,1,0.5012731336487045,0.49872686635129543,x<=0
2023-12-30,1030,1512,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.502670275362033,0.497329724637967,x<=0
2023-12-30,1330,1813,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.5027882739182356,0.49721172608176445,x<=0
2023-12-30,1230,1710,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.5027882739182356,0.49721172608176445,x<=0
2023-12-30,1630,2114,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.5031064971917606,0.4968935028082393,x<=0
2023-12-30,730,1213,6,6.9,1.2,3.0,0.0,27.7,0,0,0,0.5041310849011659,0.495868915098834,x<=0
2023-12-30,1100,1526,6,6.9,1.2,3.0,0.0,27.7,1,1,1,0.5017680176169534,0.4982319823830466,x<=0
2023-12-30,930,1411,6,6.9,1.2,3.0,0.0,27.7,0,1,1,0.502670275362033,0.497329724637967,x<=0
2023-12-30,1700,2123,6,6.9,1.2,3.0,0.0,27.7,1,1,1,0.5015597507482309,0.49844024925176916,x<=0
